lead_id,source,handle,store_name,contact_name,email,phone,city,country,followers,active_listings,avg_listing_price_gbp,sales_velocity_30d,est_monthly_spend_gbp,stage,first_seen_date,last_touch_date,num_touches,last_inbound_text,assigned_bdr,notes,handle_clean,store_clean,city_clean,country_clean,email_clean,email_valid,phone_clean,phone_valid,spend_clean,spend_is_cap,followers_clean,velocity_clean,listings_clean,avg_price_clean,stage_raw,first_seen,last_touch,last_touch_reliable,first_seen_future,data_quality_flags,dedupe_key,lead_type,primary_channel,conversation_channel,sales_goal,human_owner_status,dm_active,email_active,call_active,warm_call_eligible,dm_step,email_step,call_step,dm_next_date,email_next_date,call_next_date,warm_call_due,reply_sentiment,sequence_step,tracks_initialized,last_action_key
L0199,store,instagram.com/rummageplumeco,Vintage Lane,Zoe Park,zoepark33@outlook.com,7491870177,London,UK,,,,0,"£1,240",negotiating,2026-02-05,10/02/2026,2,"Happy to chat, mornings best.",Maya,slow to reply,rummageplumeco,Vintage Lane,London,UK,zoepark33@outlook.com,True,7491870177,True,1240.0,False,,0.0,,,in negotiation,2026-02-05,2026-02-10,True,False,"[""handle_on_store""]",s:vintage lane|london|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0106,instagram_dm,@threadbare_uk,,,,,,,5953,123,34,40,5170,won,,2026-01-13,5,how does payout work,Priya,big consignment potential,threadbare_uk,,,,,False,,False,5170.0,False,5953.0,40.0,123.0,34.0,Closed Won,,2026-01-13,True,False,[],h:threadbare_uk,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0057,Whatnot,@sepiavaultstore,,Lena,,,,,2815,55,27,30,1720,warm,2026-01-31,2026-02-20,3,not interested right now,,follows competitor,sepiavaultstore,,,,,False,,False,1720.0,False,2815.0,30.0,55.0,27.0,warm,2026-01-31,2026-02-20,True,False,[],h:sepiavaultstore,reseller,dm,dm,book_call,active,True,False,False,False,3,0,0,2026-02-25,,,False,negative,0,True,
L0245,store,,Blue Garms,Zoe Hassan,info@bluegarms.co.uk,07991 883600,Brighton,UK,,,,,1040,negotiating,2026-01-05,2026-01-09,2,We already sell on Vinted.,Priya,wants menswear focus,,Blue Garms,Brighton,UK,info@bluegarms.co.uk,True,07991 883600,True,1040.0,False,,,,,in negotiation,2026-01-05,2026-01-09,True,False,[],s:blue garms|brighton|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0190,in-person,,Maison Garms,Elena Reid,elenareid@gmail.com,+44 7786 468104,Manchester,UK,,,,,"£5,260",ghosted,2026-01-21,2026-02-18,6,"Sure, pop in on Thursday.",Maya,follows competitor,,Maison Garms,Manchester,UK,elenareid@gmail.com,True,+447786468104,True,5260.0,False,,,,,Ghosted,2026-01-21,2026-02-18,True,False,[],s:maison garms|manchester|uk,shop,email,email,book_visit,active,False,True,True,True,0,4,0,,,,False,positive,0,True,
L0119,eBay,loomthreads,,,,,,,655,8,18,3,£120,call_booked,26/12/2025,2026-01-11,1,do you ship to EU?,Maya,owner travels a lot,loomthreads,,,,,False,,False,120.0,False,655.0,3.0,8.0,18.0,call-booked,2025-12-26,2026-01-11,True,False,[],h:loomthreads,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0022,Whatnot,tonictonicfinds,,,,,,,4655,14,15,13,120,warm,01/02/2026,2026-02-03,4,do you take menswear too,Tomas,big consignment potential,tonictonicfinds,,,,,False,,False,120.0,False,4655.0,13.0,14.0,15.0,warm,2026-02-01,2026-02-03,True,False,[],h:tonictonicfinds,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0191,Physical Store,@sepiaco,Old Rail,Mia Romano,,+1 803 8993664,LA,US,,,,,5610,call_booked,Feb 8,Feb 23,0,"Thanks, can you email a one-pager?",Priya,ref from supplier,sepiaco,Old Rail,LA,US,,False,+18038993664,True,5610.0,False,,,,,Call Booked,2026-02-08,2026-02-23,True,False,"[""handle_on_store""]",s:old rail|la|us,shop,call,,book_visit,closed,True,False,True,True,0,0,0,,,,False,none,0,True,
L0005,Instagram,giltthrift_,,,,,,,274,72,40,38,3380,warm,26/12/2025,11/01/2026,7,interested but busy this week,Priya,,giltthrift_,,,,,False,,False,3380.0,False,274.0,38.0,72.0,40.0,Warm,2025-12-26,2026-01-11,True,False,[],h:giltthrift_,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0195,google_maps,,Rusty Edit,Hugo Berg,hugoberg91@outlook.com,+49 648 1002890,Berlin,DE,,,,0,"£3,890",call_booked,2026-01-21,2026-02-27,6,"Sure, pop in on Thursday.",Priya,"high engagement acct [merged L0167: stage=warm, bdr=Tomas, said='We already sell on Vinted.']",stitchvaultshop,Rusty Edit,Berlin,DE,hugoberg91@outlook.com,True,+496481002890,True,3890.0,False,,0.0,,,call-booked,2026-01-21,2026-02-27,True,False,"[""merged_duplicate"", ""handle_on_store""]",s:rusty edit|berlin|de,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0053,IG,@plumeprelovedsupply,,,,,,,2804,81,39,23,1250,replied,24/12/2025,2026-01-09,5,whats your commission?,Tomas,,plumeprelovedsupply,,,,,False,,False,1250.0,False,2804.0,23.0,81.0,39.0,replied,2025-12-24,2026-01-09,True,False,[],h:plumeprelovedsupply,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0108,Instagram,rummagecollective,,,,,,,20599,193,70,76,9000,negotiating,2026-02-06,2026-02-27,5,can you do a call fri?,Maya,slow to reply,rummagecollective,,,,,False,,False,9000.0,True,20599.0,76.0,193.0,70.0,in negotiation,2026-02-06,2026-02-27,True,False,[],h:rummagecollective,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0216,in-person,,Retro Lab,Yuki Adebayo,yukiadebayo86@gmail.com,7823764573,Bristol,UK,0,,,0,4970,lost,29/01/2026,Feb 15,6,,Priya,big consignment potential,,Retro Lab,Bristol,UK,yukiadebayo86@gmail.com,True,7823764573,True,4970.0,False,0.0,0.0,,,Lost,2026-01-29,2026-02-15,True,False,[],s:retro lab|bristol|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0034,Whatnot,@vaultstore,,,,,,,14664,295,62,192,9000,ghosted,,2025-12-25,2,can you do a call fri?,Priya,owner travels a lot,vaultstore,,,,,False,,False,9000.0,True,14664.0,192.0,295.0,62.0,ghosted,,2025-12-25,True,False,[],h:vaultstore,reseller,dm,dm,book_call,active,True,False,False,False,2,0,0,2025-12-29,,,False,positive,0,True,
L0089,Instagram,archivesupply,,,,,,,30651,367,45,116,9000,ghosted,,2026-02-18,1,what brands do you take?,,price sensitive,archivesupply,,,,,False,,False,9000.0,True,30651.0,116.0,367.0,45.0,Ghosted,,2026-02-18,True,False,[],h:archivesupply,reseller,dm,dm,book_call,active,True,False,False,False,1,0,0,2026-02-21,,,False,none,0,True,
L0020,Vinted,sableco,,,,,,,56042,370,27,120,"£9,000",replied,Dec 25,28/12/2025,7,maybe next month,Tomas,high engagement acct,sableco,,,,,False,,False,9000.0,True,56042.0,120.0,370.0,27.0,Reply,2025-12-25,2025-12-28,True,False,[],h:sableco,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0203,store,,Past Cellar,Greta Reid,info@pastcellar.store,,Leeds,UK,0,,,,410,warm,2026-02-05,27/02/2026,3,"Too busy this season, try later.",,ref from supplier,,Past Cellar,Leeds,UK,info@pastcellar.store,True,,False,410.0,False,0.0,,,,warm,2026-02-05,2026-02-27,True,False,[],s:past cellar|leeds|uk,shop,email,email,book_visit,active,False,True,False,False,0,3,0,,2026-03-04,,False,none,0,True,
L0173,Physical Store,,Second Society,Lena Lopez,info@secondsociety.co.uk,+44 7603 578759,Brighton,UK,,,,0,"£2,220",lost,,Jan 5,6,"Too busy this season, try later.",,price sensitive,,Second Society,Brighton,UK,info@secondsociety.co.uk,True,+447603578759,True,2220.0,False,,0.0,,,lost,,2026-01-05,True,False,[],s:second society|brighton|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0212,store,,Golden Lane,Sven Marchetti,info@goldenlane.com,07772 893185,Brighton,UK,,,,,4470,new,27/01/2026,,3,"Too busy this season, try later.",,ref from supplier,,Golden Lane,Brighton,UK,info@goldenlane.com,True,07772 893185,True,4470.0,False,,,,,new,2026-01-27,,True,False,[],s:golden lane|brighton|uk,shop,email,,book_visit,active,False,True,True,True,0,3,0,,2026-02-01,,False,none,0,True,
L0178,google_maps,,Golden Cellar,Zoe Petrov,shop@goldencellar.store,+31 966 3623910,Amsterdam,NL,0,,,0,"£5,960",ghosted,2025-12-12,2026-01-19,2,Interested - send pricing.,Priya,slow to reply,,Golden Cellar,Amsterdam,NL,shop@goldencellar.store,True,+319663623910,True,5960.0,False,0.0,0.0,,,ghosted,2025-12-12,2026-01-19,True,False,[],s:golden cellar|amsterdam|nl,shop,email,email,book_visit,active,False,True,True,True,0,2,0,,2026-01-23,,False,positive,0,True,
L0223,Physical Store,,Old Lab,Elena Park,shop@oldlab.co.uk,+49 347 8896729,Berlin,DE,,,,,5820,replied,01/12/2025,28/01/2026,3,We already sell on Vinted.,Tomas,ref from supplier,,Old Lab,Berlin,DE,shop@oldlab.co.uk,True,+493478896729,True,5820.0,False,,,,,replied,2025-12-01,2026-01-28,True,False,[],s:old lab|berlin|de,shop,email,email,book_visit,active,False,True,True,True,0,3,0,,2026-02-02,,False,none,0,True,
L0128,eBay,instagram.com/plumetonicgallery,,Felix,,,,,3408,18,12,36,£170,contacted,2026-02-26,2026-02-28,5,how much for the whole bundle?,Tomas,price sensitive,plumetonicgallery,,,,,False,,False,170.0,False,3408.0,36.0,18.0,12.0,contacted,2026-02-26,2026-02-28,True,False,[],h:plumetonicgallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0048,Depop,instagram.com/thriftretrogallery,,,,,,,5472,49,12,16,330,replied,2025-12-11,2025-12-24,5,whats your commission?,,met at market,thriftretrogallery,,,,,False,,False,330.0,False,5472.0,16.0,49.0,12.0,replied,2025-12-11,2025-12-24,True,False,[],h:thriftretrogallery,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0031,Whatnot,instagram.com/loomcollective,,,,,,,12419,328,42,154,"£9,000",ghosted,2025-12-01,10/12/2025,4,do you ship to EU?,Tomas,,loomcollective,,,,,False,,False,9000.0,True,12419.0,154.0,328.0,42.0,ghosted,2025-12-01,2025-12-10,True,False,[],h:loomcollective,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0162,store,,Velvet Closet,Hugo Silva,hugosilva@gmail.com,+44 7973 284843,Leeds,UK,,,,,5950,new,,Feb 23,0,Interested - send pricing.,Maya,met at market,,Velvet Closet,Leeds,UK,hugosilva@gmail.com,True,+447973284843,True,5950.0,False,,,,,new lead,,2026-02-23,True,False,[],s:velvet closet|leeds|uk,shop,email,,book_visit,active,False,True,True,True,0,0,0,,2026-03-01,2026-03-01,False,positive,0,True,
L0142,Instagram,sablecinderstudio,,,,,,,19993,202,62,97,9000,warm,2026-01-04,2026-01-10,4,can you do a call fri?,Maya,owner travels a lot,sablecinderstudio,,,,,False,,False,9000.0,True,19993.0,97.0,202.0,62.0,warm,2026-01-04,2026-01-10,True,False,[],h:sablecinderstudio,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0045,Vinted,retrosepiavintage,,,,,,,2333,123,10,34,1270,replied,2026-01-30,03/02/2026,4,send me the bundle list,Tomas,follows competitor,retrosepiavintage,,,,,False,,False,1270.0,False,2333.0,34.0,123.0,10.0,replied,2026-01-30,2026-02-03,True,False,[],h:retrosepiavintage,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,positive,0,True,
L0107,Vinted,denimretrosupply,,,,,,,3046,18,13,31,£200,replied,2025-12-27,08/01/2026,6,need to think about it,,high engagement acct,denimretrosupply,,,,,False,,False,200.0,False,3046.0,31.0,18.0,13.0,replied,2025-12-27,2026-01-08,True,False,[],h:denimretrosupply,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0077,Vinted,reliccinder_,,,,,,,55595,446,51,121,9000,new,2026-01-26,,0,,Priya,ref from supplier,reliccinder_,,,,,False,,False,9000.0,True,55595.0,121.0,446.0,51.0,New,2026-01-26,,True,False,[],h:reliccinder_,reseller,dm,,book_call,active,True,False,False,False,0,0,0,2026-03-01,,,False,none,0,True,
L0071,IG,instagram.com/vntgcobaltarchive,,Hugo,hugo91@gmail.com,,,,1519,48,32,10,420,replied,2025-12-28,2026-01-01,4,already on another platform tbh,Maya,wants menswear focus,vntgcobaltarchive,,,,hugo91@gmail.com,True,,False,420.0,False,1519.0,10.0,48.0,32.0,replied,2025-12-28,2026-01-01,True,False,[],h:vntgcobaltarchive,reseller,dm,dm,book_call,active,True,True,False,False,4,0,0,,,,False,negative,0,True,
L0177,google_maps,,Loft Bazaar,Mia Romano,miaromano@outlook.com,+1 611 7809450,New York,US,,,,0,3240,new,,2026-02-16,1,,Priya,ref from supplier,,Loft Bazaar,New York,US,miaromano@outlook.com,True,+16117809450,True,3240.0,False,,0.0,,,new,,2026-02-16,True,False,[],s:loft bazaar|new york|us,shop,email,,book_visit,active,False,True,True,True,0,1,0,,2026-02-19,,False,none,0,True,
L0088,instagram_dm,curatedcuratedcollective,,Raj,,,,,1420,70,32,39,2600,replied,2026-02-16,2026-02-26,5,do you ship to EU?,,,curatedcuratedcollective,,,,,False,,False,2600.0,False,1420.0,39.0,70.0,32.0,replied,2026-02-16,2026-02-26,True,False,[],h:curatedcuratedcollective,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0080,Vinted,instagram.com/tonicfadedstudio,,Sven,,,,,5642,53,15,8,190,negotiating,2026-02-17,Feb 19,4,whats your commission?,,"ref from supplier [merged L0257: stage=contacted, said='whats your commission?']",tonicfadedstudio,,,,,False,,False,190.0,False,5642.0,8.0,53.0,15.0,Negotiating,2026-02-17,2026-02-19,True,False,"[""merged_duplicate""]",h:tonicfadedstudio,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0242,in-person,,Velvet Trunk,Nadia Reid,nadiareid29@outlook.com,+31 286 6892778,Amsterdam,NL,0,,,,1730,warm,Dec 20,,0,We already sell on Vinted.,,wants menswear focus,,Velvet Trunk,Amsterdam,NL,nadiareid29@outlook.com,True,+312866892778,True,1730.0,False,0.0,,,,Warm,2025-12-20,,True,False,[],s:velvet trunk|amsterdam|nl,shop,email,email,book_visit,active,False,True,True,True,0,0,0,,2026-03-01,,False,none,0,True,
L0220,store,,Second Closet,Zoe Kaur,shop@secondcloset.store,7788153901,London,UK,,,,,5510,ghosted,,16/01/2026,5,Interested - send pricing.,,,,Second Closet,London,UK,shop@secondcloset.store,True,7788153901,True,5510.0,False,,,,,no response,,2026-01-16,True,False,[],s:second closet|london|uk,shop,email,email,book_visit,active,False,True,True,True,0,4,0,,,,False,positive,0,True,
L0154,Physical Store,,Old Lab,Carlos Silva,info@oldlab.co.uk,+33 699 8199901,Paris,FR,,0,,,5090,ghosted,,2026-02-21,6,,,slow to reply,,Old Lab,Paris,FR,info@oldlab.co.uk,True,+336998199901,True,5090.0,False,,,0.0,,ghosted,,2026-02-21,True,False,[],s:old lab|paris|fr,shop,email,,book_visit,active,False,True,True,True,0,4,0,,,,False,none,0,True,
L0112,eBay,instagram.com/rummagethreads,,Marcus,,,,,6168,59,11,20,260,new,2025-12-19,2026-01-14,1,whats your commission?,,follows competitor,rummagethreads,,,,,False,,False,260.0,False,6168.0,20.0,59.0,11.0,new lead,2025-12-19,2026-01-14,True,False,[],h:rummagethreads,reseller,dm,,book_call,active,True,False,False,False,1,0,0,2026-01-17,,,False,positive,0,True,
L0046,Vinted,@denimwaxthreads,,,,,,,5198,118,20,40,3160,call_booked,2026-02-23,,6,send me the bundle list,,,denimwaxthreads,,,,,False,,False,3160.0,False,5198.0,40.0,118.0,20.0,call booked,2026-02-23,,True,False,[],h:denimwaxthreads,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0090,instagram_dm,@threadbarethreads,,,,,,,191,20,16,32,170,negotiating,2025-12-16,2026-01-21,4,how does payout work,Maya,price sensitive,threadbarethreads,,,,,False,,False,170.0,False,191.0,32.0,20.0,16.0,Negotiating,2025-12-16,2026-01-21,True,False,[],h:threadbarethreads,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0246,Physical Store,,Old Rail,Dmitri Khan,shop@oldrail.store,+31 676 1880473,Amsterdam,NL,,0,,,4620,lost,,16/01/2026,3,"Happy to chat, mornings best.",,follows competitor,,Old Rail,Amsterdam,NL,shop@oldrail.store,True,+316761880473,True,4620.0,False,,,0.0,,lost,,2026-01-16,True,False,[],s:old rail|amsterdam|nl,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0194,Physical Store,,Blue Edit,Nadia Nguyen,nadianguyen76@gmail.com,07223 378267,Leeds,UK,,,,0,1010,contacted,2026-02-08,23/02/2026,6,We already sell on Vinted.,Priya,high engagement acct,,Blue Edit,Leeds,UK,nadianguyen76@gmail.com,True,07223 378267,True,1010.0,False,,0.0,,,Contacted,2026-02-08,2026-02-23,True,False,[],s:blue edit|leeds|uk,shop,email,email,book_visit,active,False,True,True,True,0,4,0,,,,False,none,0,True,
L0172,store,,Camden Society,Felix Walsh,hello@camdensociety.store,0044712652037,Leeds,UK,,,,,2440,ghosted,2025-12-23,11/01/2026,6,,,ref from supplier,,Camden Society,Leeds,UK,hello@camdensociety.store,True,+44712652037,True,2440.0,False,,,,,Ghosted,2025-12-23,2026-01-11,True,False,[],s:camden society|leeds|uk,shop,email,,book_visit,active,False,True,True,True,0,4,0,,,,False,none,0,True,
L0007,Whatnot,@retrodenimcollective,,,,,,,36629,373,43,137,9000,warm,2025-12-05,2025-12-15,5,,Maya,wants menswear focus,retrodenimcollective,,,,,False,,False,9000.0,True,36629.0,137.0,373.0,43.0,warm,2025-12-05,2025-12-15,True,False,[],h:retrodenimcollective,reseller,dm,,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
L0198,in-person,,Loft Lab,Marcus Lopez,shop@loftlab.com,+33 409 7319885,Paris,FR,0,,,,3060,contacted,2026-01-15,26/01/2026,5,"Thanks, can you email a one-pager?",,ref from supplier,,Loft Lab,Paris,FR,shop@loftlab.com,True,+334097319885,True,3060.0,False,0.0,,,,contacted ,2026-01-15,2026-01-26,True,False,[],s:loft lab|paris|fr,shop,email,email,book_visit,active,False,True,True,True,0,4,0,,,,False,none,0,True,
L0086,IG,@threadbareshop,,,,,,,2623,23,24,19,210,negotiating,2026-01-23,Feb 15,4,do you ship to EU?,Priya,owner travels a lot,threadbareshop,,,,,False,,False,210.0,False,2623.0,19.0,23.0,24.0,negotiating,2026-01-23,2026-02-15,True,False,[],h:threadbareshop,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,none,0,True,
L0141,Instagram,instagram.com/emberreworked_uk,,Sven,,,,,1488,92,33,25,2380,negotiating,2025-12-04,27/01/2026,2,whats your commission?,Tomas,ref from supplier,emberreworked_uk,,,,,False,,False,2380.0,False,1488.0,25.0,92.0,33.0,Negotiating,2025-12-04,2026-01-27,True,False,[],h:emberreworked_uk,reseller,dm,,book_call,closed,True,False,False,False,0,0,0,,,,False,positive,0,True,
L0228,google_maps,@archivegrailfinds,Second Trunk,Zoe Janssen,hello@secondtrunk.store,+1 646 5543766,New York,US,,,,,"£4,670",call_booked,2025-12-17,2026-02-15,6,,,high engagement acct,archivegrailfinds,Second Trunk,New York,US,hello@secondtrunk.store,True,+16465543766,True,4670.0,False,,,,,Call Booked,2025-12-17,2026-02-15,True,False,"[""handle_on_store""]",s:second trunk|new york|us,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,none,0,True,
L0189,google_maps,,Velvet Bazaar,Marta Park,martapark@hotmail.com,+44 7225 121758,Brighton,UK,,,,,1840,won,Jan 10,2026-01-26,0,Interested - send pricing.,Priya,owner travels a lot,,Velvet Bazaar,Brighton,UK,martapark@hotmail.com,True,+447225121758,True,1840.0,False,,,,,WON,2026-01-10,2026-01-26,True,False,[],s:velvet bazaar|brighton|uk,shop,email,,book_visit,closed,False,True,True,True,0,0,0,,,,False,positive,0,True,
L0047,eBay,@cobaltthreads,,,,,,,1783,119,29,28,"£3,470",new,2026-01-30,2026-02-14,1,,,wants menswear focus,cobaltthreads,,,,,False,,False,3470.0,False,1783.0,28.0,119.0,29.0,New,2026-01-30,2026-02-14,True,False,[],h:cobaltthreads,reseller,dm,,book_call,active,True,False,False,False,1,0,0,2026-02-17,,,False,none,0,True,
L0084,eBay,y2kvintage,,Dmitri,,,,,5601,24,15,23,310,new,2025-12-20,2026-02-14,1,"yeah keen, drop details",Priya,slow to reply,y2kvintage,,,,,False,,False,310.0,False,5601.0,23.0,24.0,15.0,New,2025-12-20,2026-02-14,True,False,[],h:y2kvintage,reseller,dm,,book_call,active,True,False,False,False,1,0,0,2026-02-17,,,False,positive,0,True,
L0092,instagram_dm,@plumegrailx,,Bea,,,,,6456,81,29,19,1460,contacted,2026-01-15,2026-02-03,6,need to think about it,,follows competitor,plumegrailx,,,,,False,,False,1460.0,False,6456.0,19.0,81.0,29.0,contacted,2026-01-15,2026-02-03,True,False,[],h:plumegrailx,reseller,dm,dm,book_call,active,True,False,False,False,4,0,0,,,,False,none,0,True,
